,budget,original_language,release_date,revenue,runtime,title,Genre,Year,Ratings,Rated,general_rating,real_budget,real_revenue,real_profit
1507,20000000.0,en,2009-12-04,22942221.0,88.0,Armored,"Action, Crime, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",PG-13,5.466666666666667,24127399.93567543,27676807.073982574,3549407.138307143
1508,25000000.0,en,2007-11-08,171627166.0,122.0,No Country for Old Men,"Crime, Drama, Thriller",2007,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",R,8.366666666666665,31205809.724995412,214230587.4334481,183024777.7084527
1510,11000000.0,en,2017-08-03,44998252.0,107.0,Wind River,"Crime, Drama, Mystery, Thriller",2017,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",R,7.466666666666667,11614397.03002611,47511596.762287855,35897199.73226175
1511,6000000.0,en,2016-11-04,6174491.0,116.0,Bleed for This,"Biography, Drama, Sport",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",R,6.6000000000000005,6470086.289149899,6658248.260263242,188161.9711133428
1513,13000000.0,en,2001-01-12,91038276.0,113.0,Save the Last Dance,"Drama, Music, Romance",2001,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",PG-13,6.0,18997984.189723317,133041825.23905139,114043841.04932807
1514,42000000.0,en,2012-01-13,46221189.0,102.0,Man on a Ledge,"Action, Crime, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",PG-13,5.666666666666666,47344712.8409279,52103069.532648936,4758356.691721037
1515,32000000.0,en,2011-05-17,54674226.0,139.0,The Tree of Life,"Drama, Fantasy",2011,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",PG-13,7.333333333333333,36818657.50270073,62907237.54122673,26088580.038526
1517,30000000.0,en,2017-09-22,8484418.0,119.0,Stronger,"Biography, Drama",2017,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",R,7.166666666666668,31675628.263707567,8958309.02006364,-22717319.243643925
1519,60000000.0,en,2002-12-19,199043242.0,101.0,Two Weeks Notice,"Comedy, Romance",2002,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",PG-13,5.6,86318287.93774317,286351197.91696495,200032909.97922176
1520,50200000.0,en,2011-03-03,127869379.0,106.0,The Adjustment Bureau,"Romance, Sci-Fi, Thriller",2011,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",PG-13,6.566666666666667,57759268.957361765,147124339.70262602,89365070.74526426
1521,38000000.0,en,2009-02-04,45465299.0,111.0,Push,"Action, Sci-Fi, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",PG-13,5.266666666666667,45842059.87778332,54847972.608403206,9005912.730619885
1522,33000000.0,en,2016-07-07,77068246.0,98.0,Mike and Dave Need Wedding Dates,"Comedy, Romance",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",R,5.733333333333333,35585474.59032445,83106366.96223858,47520892.37191413
1523,5500000.0,en,2017-06-22,42187665.0,95.0,Loving Vincent,"Animation, Biography, Crime, Drama, Family, Mystery",2017,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",PG-13,7.366666666666667,5807198.515013055,44544026.46179422,38736827.946781166
1525,100000000.0,en,2014-02-18,117831631.0,105.0,Pompeii,"Action, Adventure, Drama, Fantasy, History, Romance",2014,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",PG-13,4.966666666666667,109324733.03595565,128819116.02266237,19494382.98670672
1526,160000000.0,en,2006-05-10,181674817.0,98.0,Poseidon,"Action, Adventure, Thriller",2006,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",PG-13,5.5,205405555.55555555,233231354.47711805,27825798.921562493
1527,5000000.0,en,2013-02-28,15179302.0,88.0,The Last Exorcism Part II,"Horror, Thriller",2013,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",PG-13,4.033333333333333,5554909.275102273,16863929.09387569,11309019.818773419
1528,33000000.0,en,2000-08-17,104155843.0,107.0,The Cell,"Horror, Sci-Fi, Thriller",2000,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",R,5.566666666666666,49597926.82926829,156542844.84711382,106944918.01784553
1530,24000000.0,en,2011-10-06,63543328.0,113.0,Footloose,"Comedy, Drama, Music, Romance",2011,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",PG-13,6.1,27613993.127025545,73111875.94418043,45497882.817154884
1531,8000000.0,en,2016-11-04,82703.0,103.0,A Street Cat Named Bob,"Biography, Drama, Family",2016,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",Not Rated,6.9,8626781.718866533,89182.59106192735,-8537599.127804605
1532,45000000.0,en,2005-02-02,50871113.0,103.0,Unleashed,"Action, Adventure, Crime, Drama, Thriller",2005,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",R,6.533333333333333,59633870.96774192,67414253.0806093,7780382.112867385
1534,20000000.0,en,2004-06-18,167722310.0,92.0,DodgeBall: A True Underdog Story,"Comedy, Sport",2004,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",PG-13,6.166666666666666,27401905.770248808,229795546.70942295,202393640.93917415
1535,50000000.0,en,2006-04-28,87528173.0,99.0,RV,"Adventure, Comedy, Family",2006,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",PG,4.866666666666666,64189236.111111104,112367331.2614236,48178095.1503125
1536,26000000.0,en,2000-08-30,71868327.0,107.0,"O Brother, Where Art Thou?","Adventure, Comedy, Crime, Music",2000,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",PG-13,7.300000000000001,39077154.47154471,108015758.29963414,68938603.82808943
1537,15000000.0,en,2006-03-01,21156270.0,103.0,Penelope,"Comedy, Fantasy, Romance",2006,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",PG,6.066666666666666,19256770.833333332,27160096.20520833,7903325.371874999
1538,35000000.0,en,2005-03-25,61746888.0,76.0,Valiant,"Animation, Adventure, Comedy, Family, War",2005,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",G,5.166666666666666,46381899.64157706,81826798.9255914,35444899.28401434
1539,32000000.0,en,2012-09-07,28258060.0,137.0,The Master,Drama,2012,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",R,7.666666666666666,36072162.16451649,31854041.336707406,-4218120.827809088
1541,12000000.0,en,2017-07-07,14301505.0,90.0,Wish Upon,"Drama, Fantasy, Horror, Mystery, Thriller",2017,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",PG-13,4.6,12670251.305483026,15100305.199718505,2430053.8942354787
1543,75000000.0,en,2003-04-11,195745823.0,106.0,Anger Management,Comedy,2003,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",PG-13,5.866666666666667,105493614.13043478,275332457.5894185,169838843.4589837
1544,30000000.0,en,2016-08-03,57814445.0,87.0,Nine Lives,"Comedy, Drama, Family, Fantasy",2016,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '11/100'}]",PG,4.033333333333333,32350431.445749495,62344074.65155182,29993643.205802325
1545,15000000.0,en,2013-10-22,151831537.0,92.0,Jackass Presents: Bad Grandpa,Comedy,2013,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",R,5.966666666666667,16664727.825306814,168682082.62686676,152017354.80155995
1546,70000000.0,en,2005-02-11,368100420.0,118.0,Hitch,"Comedy, Romance",2005,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",PG-13,6.299999999999999,92763799.28315412,487805621.0989247,395041821.81577057
1548,26000000.0,en,2013-10-10,51164106.0,105.0,Delivery Man,"Comedy, Drama",2013,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",PG-13,5.666666666666667,28885528.23053181,56842393.39434316,27956865.16381135
1549,25000000.0,en,2015-12-31,1397284.0,98.0,Jane Got a Gun,"Action, Drama, Western",2015,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",R,5.466666666666667,27298780.256268535,1525765.954863997,-25773014.30140454
1553,10000000.0,en,2017-03-17,1710528.0,129.0,Song to Song,"Drama, Music, Romance",2017,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",R,5.5,10558542.75456919,1806068.3020887726,-8752474.452480417
1554,31000000.0,en,2012-11-02,161772375.0,138.0,Flight,"Drama, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",R,7.233333333333333,34944907.09687535,182358729.52309296,147413822.42621762
1555,21000000.0,en,2012-09-08,236412453.0,122.0,Silver Linings Playbook,"Comedy, Drama, Romance",2012,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",R,7.633333333333333,23672356.42046395,266497135.6977229,242824779.27725896
1556,10000000.0,en,2004-07-09,10143022.0,89.0,Sleepover,"Comedy, Family, Romance",2004,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",PG,4.866666666666667,13700952.885124404,13896906.65347803,195953.76835362613
1557,15000000.0,en,2008-08-15,96408652.0,96.0,Vicky Cristina Barcelona,"Comedy, Drama, Romance",2008,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",PG-13,6.966666666666667,18031170.025498945,115890719.74274394,97859549.717245
1558,10000000.0,fr,2011-11-02,3424648.0,109.0,Special Forces,"Action, Drama, War",2011,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",R,5.6,11505830.46959398,3940341.930603408,-7565488.538990572
1560,25000000.0,en,2009-09-05,163670000.0,110.0,Up in the Air,"Comedy, Drama, Romance",2009,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",R,7.500000000000001,30159249.919594284,197446577.3735999,167287327.4540056
1561,44500000.0,en,2012-10-11,232324128.0,120.0,Argo,"Biography, Drama, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",R,7.866666666666667,50162850.510030754,261888550.623309,211725700.11327824
1563,7000000.0,en,2005-07-22,19246174.0,107.0,The Devil's Rejects,Horror,2005,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",R,6.3,9276379.92831541,25504974.598637987,16228594.670322577
1564,3500000.0,en,2018-02-02,44019588.0,100.0,Winchester,"Biography, Drama, Fantasy, Horror, Mystery, Thriller",2018,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",PG-13,4.733333333333333,3607380.5190615947,45370115.488090724,41762734.96902913
1566,7000000.0,en,2014-01-08,36433975.0,89.0,Devil's Due,"Horror, Mystery",2014,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",R,4.033333333333333,7652731.312516896,39831345.90313682,32178614.59061992
1567,85000000.0,en,2012-02-09,208076205.0,115.0,Safe House,"Action, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",R,6.1,95816680.74949694,234554956.5417868,138738275.79228985
1568,8000000.0,en,2003-12-24,60378584.0,110.0,Monster,"Biography, Crime, Drama, Thriller",2003,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",R,7.300000000000001,11252652.173913043,84927400.5631739,73674748.38926086
1569,72000000.0,en,2002-08-02,408247917.0,106.0,Signs,"Drama, Mystery, Sci-Fi, Thriller",2002,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",PG-13,6.4,103581945.52529183,587321020.826498,483739075.30120623
1571,8500000.0,en,2015-02-20,43528634.0,100.0,The DUFF,"Comedy, Romance",2015,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",PG-13,6.3,9281585.287131302,47531144.576861575,38249559.28973027
1572,32000000.0,en,2010-03-18,18409891.0,111.0,Repo Men,"Action, Sci-Fi, Thriller",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",R,5.2666666666666675,37980848.95623142,21850727.792865135,-16130121.163366288
1573,46000000.0,en,2002-05-24,113714830.0,118.0,Insomnia,"Drama, Mystery, Thriller",2002,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",R,7.300000000000001,66177354.0856031,163594490.64552528,97417136.55992217
1574,12000000.0,en,2013-09-14,265452.0,94.0,Life of Crime,"Comedy, Crime",2013,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",R,5.833333333333334,13331782.260245452,294912.35537888965,-13036869.904866561
1575,20000000.0,en,2009-03-19,17280326.0,108.0,12 Rounds,"Action, Crime, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",PG-13,5.066666666666666,24127399.93567543,20846466.821042523,-3280933.1146329083
1576,22000000.0,en,2014-09-03,15447154.0,92.0,Before I Go to Sleep,"Drama, Mystery, Thriller",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",R,5.666666666666666,24051441.267910246,16887559.872152947,-7163881.395757299
1578,4000000.0,en,2002-01-11,9304609.0,104.0,Secretary,"Comedy, Drama, Romance",2002,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",R,6.666666666666667,5754552.529182878,13385965.313501943,7631412.784319065
1579,35000000.0,en,2013-02-21,42930462.0,112.0,Snitch,"Action, Drama, Thriller",2013,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",PG-13,5.833333333333333,38884364.92571591,47694964.309645124,8810599.383929215
1580,16000000.0,en,2004-05-28,14822346.0,86.0,Soul Plane,Comedy,2004,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",R,4.333333333333333,21921524.616199043,20308026.419301216,-1613498.196897827
1581,40000000.0,en,2015-10-15,165478348.0,141.0,Bridge of Spies,"Drama, History, Thriller",2015,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",PG-13,7.633333333333333,43678048.410029665,180694282.36889336,137016233.95886368
1582,60720000.0,zh,2016-02-08,553810228.0,93.0,The Mermaid,"Comedy, Drama, Fantasy, Romance",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",R,6.433333333333334,65477273.24619698,597199993.8289633,531722720.5827663
1583,35000000.0,en,2015-09-30,61181942.0,123.0,The Walk,"Action, Adventure, Biography, Drama",2015,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",PG,7.1,38218292.35877595,66807695.61239067,28589403.253614716
1585,23000000.0,en,2015-01-16,79799880.0,101.0,The Wedding Ringer,Comedy,2015,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",R,5.533333333333333,25114877.83576705,87137575.54386392,62022697.70809688
1586,9000000.0,hi,2009-12-23,70000000.0,170.0,3 Idiots,"Comedy, Drama",2009,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",PG-13,7.699999999999999,10857329.971053943,84445899.774864,73588569.80381006
1588,40000000.0,en,2007-02-09,145896422.0,104.0,Music and Lyrics,"Comedy, Music, Romance",2007,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",PG-13,6.266666666666666,49929295.55999266,182112639.3795854,132183343.81959271
1589,75000000.0,en,2012-06-13,59418613.0,123.0,Rock of Ages,"Comedy, Drama, Musical, Romance",2012,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",PG-13,5.6,84544130.07308553,66979932.616457745,-17564197.456627786
