,budget,original_language,release_date,revenue,runtime,title,Genre,Year,Ratings,Rated,general_rating,real_budget,real_revenue,real_profit
795,20000000.0,en,2006-10-13,39143839.0,102.0,The Grudge 2,"Horror, Thriller",2006,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",PG-13,4.633333333333333,25675694.444444444,50252262.477326386,24576568.03288194
796,150000000.0,en,2016-11-23,690860472.0,107.0,Moana,"Animation, Adventure, Comedy, Family, Fantasy, Musical",2016,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",PG,7.766666666666666,161752157.2287475,744987811.267138,583235654.0383905
798,13000000.0,en,2012-09-20,33400000.0,103.0,The Perks of Being a Wallflower,"Drama, Romance",2012,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",PG-13,7.5,14654315.879334824,37650319.25921409,22996003.379879266
800,17000000.0,en,2012-09-28,115400000.0,112.0,Pitch Perfect,"Comedy, Music, Romance",2012,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",PG-13,7.0,19163336.14989939,130085234.8057876,110921898.6558882
802,9000000.0,en,2016-11-04,8996802.0,123.0,Loving,"Biography, Drama, Romance",2016,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",PG-13,7.2,9705129.43372485,9701680.877732731,-3448.5559921190143
804,30000000.0,en,2005-05-20,251495.0,117.0,Dominion: Prequel to the Exorcist,"Drama, Horror, Thriller",2005,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",R,5.333333333333333,39755913.978494614,333280.4528673834,-39422633.52562723
805,21000000.0,en,2007-01-05,43095175.0,123.0,Freedom Writers,"Biography, Crime, Drama",2007,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",PG-13,7.299999999999999,26212880.168996148,53792793.24461517,27579913.07561902
806,44000000.0,en,2013-03-22,63327201.0,125.0,The Host,"Action, Adventure, Drama, Romance, Sci-Fi, Thriller",2013,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",PG-13,5.233333333333334,48883201.6209,70355371.24023317,21472169.61933317
807,42000000.0,en,2010-12-01,11087569.0,100.0,The Warrior's Way,"Action, Fantasy, Western",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",R,5.766666666666667,49849864.25505374,13159852.608774807,-36690011.64627893
809,40000000.0,en,2011-01-07,91627228.0,95.0,Season of the Witch,"Action, Adventure, Fantasy",2011,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",PG-13,4.533333333333333,46023321.87837592,105424735.17668344,59401413.29830752
810,61000000.0,en,2013-08-02,131940411.0,109.0,2 Guns,"Action, Crime, Thriller",2013,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",R,6.2333333333333325,67769893.15624772,146583402.56494117,78813509.40869345
811,27000000.0,en,2009-08-13,29000000.0,109.0,Case 39,"Horror, Mystery, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",R,4.966666666666667,32571989.913161825,34984729.90672937,2412739.993567545
812,30000000.0,en,2009-08-05,210819611.0,112.0,District 9,"Action, Sci-Fi, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",R,7.8,36191099.90351314,254326453.44402593,218135353.5405128
813,7000000.0,en,2017-03-31,3719383.0,90.0,Free Fire,"Action, Comedy, Crime, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",R,6.333333333333334,7548434.004008215,4010788.1587328697,-3537645.8452753453
814,33000000.0,en,2004-04-15,54700105.0,124.0,The Punisher,"Action, Crime, Drama, Thriller",2004,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",R,5.300000000000001,45213144.52091053,74944356.14163578,29731211.620725244
815,50000000.0,en,2002-05-10,119137784.0,124.0,Unfaithful,"Drama, Romance, Thriller",2002,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",R,6.533333333333333,71931906.61478598,171396159.05961087,99464252.44482489
816,15000000.0,ja,2001-05-26,722932.0,108.0,Metropolis,"Animation, Adventure, Drama, Sci-Fi, Thriller",2001,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",PG-13,7.233333333333334,21920750.98814229,1056480.8235573124,-20864270.164584976
821,14000000.0,en,2014-10-14,10076790.0,108.0,The Loft,"Mystery, Romance, Thriller",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",R,5.033333333333333,15305462.625033792,11016423.766093876,-4289038.858939916
822,110000000.0,en,2000-06-28,215294342.0,165.0,The Patriot,"Action, Drama, History, War",2000,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",R,6.866666666666667,165326422.76422763,323580394.5839837,158253971.8197561
823,1000000.0,en,2015-04-17,62882090.0,82.0,Unfriended,"Horror, Mystery, Thriller",2014,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",R,5.633333333333333,1093247.3303595565,68745677.01992936,67652429.6895698
824,15000000.0,en,2018-11-23,82124805.0,119.0,The Favourite,"Biography, Comedy, Drama, History",2018,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",R,8.066666666666666,15460202.224549692,84644406.19678065,69184203.97223096
826,75000000.0,en,2004-02-13,196482882.0,99.0,50 First Dates,"Comedy, Drama, Romance",2004,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",PG-13,6.133333333333333,102757146.63843302,269200270.90154576,166443124.26311272
827,80000000.0,en,2007-08-17,15071514.0,99.0,The Invasion,"Sci-Fi, Thriller",2007,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",PG-13,5.433333333333334,99858591.11998533,18812751.926064182,-81045839.19392115
828,32000000.0,en,2016-07-21,58500000.0,107.0,Skiptrace,"Action, Adventure, Comedy, Crime, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",PG-13,5.433333333333334,34507126.87546613,63083341.31921151,28576214.443745382
829,21500000.0,en,2016-06-10,6817535.0,98.0,Collide,"Action, Crime, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",PG-13,4.866666666666666,23184475.869453806,7351673.288216593,-15832802.581237214
830,5000000.0,en,2016-07-02,23123592.0,118.0,Captain Fantastic,"Comedy, Drama",2016,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",R,7.699999999999999,5391738.574291583,24935272.59251605,19543534.018224467
831,21000000.0,en,2002-10-02,43928932.0,92.0,The Transporter,"Action, Crime, Thriller",2002,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",PG-13,6.2,30211400.778210115,63197836.686225675,32986435.90801556
833,80000000.0,en,2010-07-10,140073390.0,97.0,Legend of the Guardians: The Owls of Ga'Hoole,"Animation, Action, Adventure, Family, Fantasy, Mystery, Thriller, War",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",PG,6.3,94952122.39057857,166253320.8867905,71301198.49621195
834,30000000.0,en,2011-02-16,130786397.0,113.0,Unknown,"Action, Mystery, Thriller",2011,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",PG-13,6.333333333333332,34517491.40878193,150480611.16110146,115963119.75231953
835,60795000.0,en,2007-04-11,73090611.0,109.0,Perfect Stranger,"Crime, Mystery, Thriller",2007,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",R,4.866666666666667,75886288.08924384,91234067.98198628,15347779.89274244
836,112000000.0,en,2010-12-25,237382724.0,85.0,Gulliver's Travels,"Adventure, Comedy, Family, Fantasy",2010,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",PG,4.433333333333334,132932971.34680997,281749918.2832116,148816946.9364016
837,85000000.0,en,2010-08-12,48000000.0,112.0,Scott Pilgrim vs. the World,"Action, Comedy, Fantasy, Romance",2010,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",PG-13,7.2666666666666675,100886630.03998972,56971273.43434713,-43915356.605642594
838,32000000.0,en,2013-06-12,126041322.0,107.0,This Is the End,Comedy,2013,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",R,6.5,35551419.36065454,140029621.7247904,104478202.36413586
839,38000000.0,en,2016-12-22,118034273.0,111.0,Why Him?,Comedy,2016,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",R,5.466666666666667,40977213.16461603,127281988.56451268,86304775.39989665
840,35000000.0,en,2015-09-24,194564672.0,121.0,The Intern,"Comedy, Drama",2015,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",PG-13,6.466666666666667,38218292.35877595,212455129.06243855,174236836.7036626
841,12000000.0,en,2016-01-20,140312928.0,118.0,Lion,"Biography, Drama",2016,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",PG-13,7.666666666666666,12940172.578299798,151306125.2738795,138365952.6955797
843,75000000.0,en,2015-08-13,108145109.0,116.0,The Man from U.N.C.L.E.,"Action, Adventure, Comedy",2015,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",PG-13,6.666666666666666,81896340.76880561,118089182.65524836,36192841.88644275
845,110000000.0,en,2010-06-09,177238796.0,117.0,The A-Team,"Action, Adventure, Thriller",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",PG-13,5.933333333333334,130559168.28704551,210364998.12688482,79805829.83983931
847,70000000.0,en,2007-04-24,76066841.0,96.0,Next,"Action, Sci-Fi, Thriller",2007,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",PG-13,5.466666666666667,87376267.22998716,94949094.66509919,7572827.435112029
849,37000000.0,en,2004-04-13,96455697.0,98.0,13 Going on 30,"Comedy, Fantasy, Romance",2004,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",PG-13,6.2,50693525.67496029,132153496.00988352,81459970.33492324
850,23000000.0,ja,2010-07-16,145570827.0,94.0,The Secret World of Arrietty,"Animation, Adventure, Family, Fantasy",2010,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",G,7.7333333333333325,27298735.18729133,172778237.27252173,145479502.0852304
851,22000000.0,es,2013-07-18,34061097.0,106.0,Underdogs,"Animation, Adventure, Family, Sport",2013,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",PG,5.566666666666666,24441600.81045,37841260.72909164,13399659.918641638
852,35000000.0,en,2002-01-23,75395048.0,131.0,The Count of Monte Cristo,"Action, Adventure, Drama, Thriller",2002,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",PG-13,7.166666666666666,50352334.630350195,108466191.03906614,58113856.40871594
853,50000000.0,en,2013-08-09,219788712.0,91.0,Planes,"Animation, Adventure, Comedy, Family",2013,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",PG,5.133333333333334,55549092.75102271,244181270.97031638,188632178.21929365
854,5000000.0,en,2015-09-10,98450062.0,94.0,The Visit,"Horror, Mystery, Thriller",2015,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",PG-13,6.0,5459756.051253708,107502664.35016052,102042908.29890682
855,30000000.0,en,2000-05-31,173959438.0,98.0,Big Momma's House,"Action, Comedy, Crime",2000,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",PG-13,4.766666666666667,45089024.3902439,261455378.09650406,216366353.70626014
856,100000000.0,en,2010-11-04,167805466.0,98.0,Unstoppable,"Action, Thriller",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",PG-13,6.7333333333333325,118690152.98822318,199168564.31800085,80478411.32977767
857,54000000.0,en,2006-02-23,132511035.0,132.0,V for Vendetta,"Action, Drama, Sci-Fi, Thriller",2005,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",R,7.433333333333334,71560645.1612903,175603243.62204298,104042598.46075268
859,110000000.0,en,2005-06-07,478207520.0,120.0,Mr. & Mrs. Smith,"Action, Comedy, Crime, Thriller",2005,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",PG-13,6.233333333333333,145771684.5878136,633719234.2996415,487947549.7118279
862,60000000.0,en,2015-01-21,30418560.0,106.0,Mortdecai,"Action, Adventure, Comedy, Crime, Mystery",2015,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",R,4.566666666666666,65517072.61504448,33215583.40608479,-32301489.20895969
863,70000000.0,en,2014-10-01,217124280.0,92.0,Dracula Untold,"Action, Drama, Fantasy, Horror, War",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",PG-13,5.533333333333333,76527313.12516896,237370539.46624085,160843226.3410719
865,1100000.0,id,2012-03-22,4105187.0,101.0,The Raid,"Action, Thriller",2011,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",R,7.433333333333334,1265641.3516553377,4723358.56679811,3457717.2151427716
866,26000000.0,en,2003-08-05,110230332.0,97.0,Freaky Friday,"Comedy, Family, Fantasy, Music, Romance",2003,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",PG,6.5,36571119.56521738,155047948.12636957,118476828.56115219
867,20000000.0,en,2006-03-17,33889159.0,105.0,She's the Man,"Comedy, Romance, Sport",2006,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",PG-13,5.833333333333334,25675694.444444444,43506384.57315972,17830690.128715273
869,80000000.0,en,2001-06-08,98376292.0,101.0,Evolution,"Comedy, Sci-Fi",2001,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",PG-13,5.366666666666666,116910671.93675889,143765480.00458497,26854808.067826077
870,4000000.0,en,2004-04-09,30332385.0,99.0,Shaun of the Dead,"Comedy, Horror",2004,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",R,7.666666666666666,5480381.154049761,41558257.77784542,36077876.62379566
871,18000000.0,en,2017-01-27,42067430.0,117.0,T2 Trainspotting,Drama,2017,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",R,6.966666666666667,19005376.958224542,44417075.82298466,25411698.864760116
872,30000000.0,en,2017-09-13,44516999.0,121.0,mother!,"Drama, Horror, Mystery",2017,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",R,7.033333333333333,31675628.263707567,47003463.72466139,15327835.46095382
873,40000000.0,en,2014-04-16,196781193.0,109.0,The Other Woman,"Comedy, Romance",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",PG-13,5.433333333333334,43729893.21438227,215130513.91221866,171400620.6978364
875,9000000.0,en,2016-12-02,13960394.0,100.0,Jackie,"Biography, Drama, History",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",R,7.066666666666666,9705129.43372485,15054158.968421753,5349029.534696903
876,50000000.0,en,2015-12-25,242786137.0,96.0,Daddy's Home,"Comedy, Family",2015,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",PG-13,5.533333333333333,54597560.51253707,265110616.1292523,210513055.61671525
877,65000000.0,en,2001-05-11,117487473.0,132.0,A Knight's Tale,"Action, Adventure, Romance",2001,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",PG-13,6.433333333333334,94989920.9486166,171694242.65727273,76704321.70865613
878,1000000.0,en,2004-05-16,1574623.0,70.0,9 Songs,"Drama, Music, Romance",2004,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",Not Rated,4.833333333333333,1370095.2885124402,2157383.553483324,787288.264970884
879,25000000.0,en,2006-06-06,119188334.0,110.0,The Omen,"Action, Adventure, Fantasy, Horror, Romance, Thriller",2006,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",R,5.1,32094618.055555552,153012162.25631943,120917544.20076388
881,130000000.0,en,2005-05-03,211643158.0,144.0,Kingdom of Heaven,"Action, Adventure, Drama, History, War",2005,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",R,6.766666666666667,172275627.24014333,280468906.11949813,108193278.8793548
882,4900000.0,en,2018-02-22,6102076.0,97.0,Every Day,"Drama, Fantasy, Romance",2018,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",PG-13,6.266666666666667,5050332.726686234,6289288.596638086,1238955.8699518526
884,13000000.0,en,2016-08-11,6903033.0,88.0,Blood Father,"Action, Crime, Drama, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",R,6.4,14018520.293158114,7443869.8611415485,-6574650.432016565
885,3500000.0,en,2005-07-08,57051053.0,99.0,The Descent,"Adventure, Horror, Thriller",2005,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",R,7.066666666666666,4638189.964157705,75603891.84835124,70965701.88419354
886,50000000.0,en,2006-07-28,55181129.0,88.0,The Ant Bully,"Animation, Adventure, Comedy, Family, Fantasy",2006,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",PG,5.800000000000001,64189236.111111104,70840690.36517361,6651454.254062504
887,80000000.0,en,2004-12-22,516642939.0,115.0,Meet the Fockers,"Comedy, Romance",2004,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",PG-13,5.533333333333333,109607623.08099523,707850056.5671201,598242433.4861249
889,110000000.0,en,2006-10-20,574480841.0,108.0,Night at the Museum,"Adventure, Comedy, Family, Fantasy",2006,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",PG,5.9,141216319.44444442,737509726.8851736,596293407.4407291
890,75000000.0,en,2018-07-09,395044706.0,113.0,Mamma Mia! Here We Go Again,"Comedy, Musical, Romance",2018,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",PG-13,6.6,77301011.12274846,407164736.1665186,329863725.0437702
891,35000000.0,en,2009-04-10,155545279.0,102.0,Hannah Montana: The Movie,"Comedy, Drama, Family, Music, Romance",2009,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",G,5.266666666666666,42222949.887432,187645157.72696084,145422207.83952883
892,9000000.0,en,2006-03-24,27105095.0,100.0,Stay Alive,"Fantasy, Horror, Mystery, Sci-Fi, Thriller",2006,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",PG-13,4.433333333333334,11554062.5,34797106.85538194,23243044.355381943
893,25000000.0,en,2007-11-21,66122026.0,114.0,August Rush,"Drama, Music",2007,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",PG,6.233333333333333,31205809.724995412,82535654.47948799,51329844.75449257
894,70000000.0,en,2017-09-21,123081555.0,101.0,The Lego Ninjago Movie,"Animation, Action, Adventure, Comedy, Family",2017,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",PG,6.0,73909799.28198433,129956186.07663591,56046386.79465158
895,105000000.0,en,2013-07-30,347434178.0,105.0,The Smurfs 2,"Animation, Adventure, Comedy, Family, Fantasy",2013,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",PG,4.833333333333333,116653094.7771477,385993067.5719467,269339972.794799
896,18000000.0,en,2001-07-13,141774679.0,96.0,Legally Blonde,"Comedy, Romance",2001,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",PG-13,6.266666666666666,26304901.18577075,207187162.31885377,180882261.13308302
898,30000000.0,en,2014-02-07,15391979.0,104.0,Vampire Academy,"Action, Comedy, Drama, Fantasy, Horror, Mystery, Thriller",2014,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",PG-13,4.966666666666667,32797419.910786696,16827239.950700358,-15970179.960086338
