date,Extremely Loud & Incredibly Close,Albert Nobbs,The Help,The Girl with the Dragon Tattoo,The Iron Lady,Bridesmaids,Kung Fu Panda 2,Puss in Boots,Rango,Hugo,Midnight in Paris,War Horse,The Tree of Life,Anonymous,Jane Eyre,W.E.,Hell and Back Again,Paradise Lost 3: Purgatory,Pina,Undefeated,Incident in New Baghdad,Bullhead,Footnote,In Darkness,A Separation,The Adventures of Tintin,The Muppets,Rio,Wild Life,Pentecost,Raju,The Shore,Time Freak,Drive,Transformers: Dark of the Moon,Real Steel,Rise of the Planet of the Apes,The Ides of March,Margin Call,Silver Linings Playbook,The Master,Flight,Argo,Django Unchained,Extremely Loud & Incredibly Close,Warrior
2011-09-05,,,74.0,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-06,,,57.0,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-07,,,37.0,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-08,,,36.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-09,,,42.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2011-09-10,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
2011-09-11,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2011-09-12,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2011-09-13,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
2011-09-14,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2011-09-15,,,,,,,,,,,,,,,,9.0,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,84.0
2011-09-16,,,,,,,,,,,,,,,,0.0,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,61.0
2011-09-17,,,,,,,,,,,,,,,,0.0,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,76.0
2011-09-18,,,,,,,,,,,,,,,,23.0,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,76.0
2011-09-19,,,,,,,,,,,,,,,,27.0,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,70.0
2011-09-20,,,,,,,,,,,,,,,,18.0,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,56.0
2011-09-21,,,,,,,,,,,,,,,,27.0,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,42.0
2011-09-22,,,,,,,,,,,,,,,,0.0,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,59.0
2011-09-23,,,,,,,,,,,,,,,,10.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,47.0
2011-09-24,,,,,,,,,,,,,,,,0.0,,,,,,,,47.0,,,,,,,,,,,,,,18.0,,,,,,,,67.0
2011-09-25,,,,,,,,,,,,,,,,0.0,,,,,,,,60.0,,,,,,,,,,,,,,24.0,,,,,,,,55.0
2011-09-26,,,,,,,,,,,,,,,,0.0,,,,,,,,78.0,,,,,,,,,,,,,,38.0,,,,,,,,54.0
2011-09-27,,,,,,,,,,,,,,,,18.0,,,,,,,,83.0,,,,,,,,,,,,,,9.0,,,,,,,,48.0
2011-09-28,,,,,,,,,,,,,,,,0.0,,,,,,,,48.0,,,,,,,,,,,,14.0,,25.0,,,,,,,,48.0
2011-09-29,,,,,,,,,,,,,,,,0.0,,,,,,,,72.0,,,,,,,,,,,,11.0,,13.0,,,,,,,,40.0
2011-09-30,,,,,,,,,,,,,,,,0.0,,,,,,,,58.0,,,,,,,,,,,,14.0,,22.0,,,,,,,,48.0
2011-10-01,,,,,,,,,,,,,,,,12.0,,,,,,,,85.0,,,,,,,,,,,,15.0,,27.0,,,,,,,,56.0
2011-10-02,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,21.0,,22.0,,,,,,,,62.0
2011-10-03,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,15.0,,36.0,,,,,,,,44.0
2011-10-04,,,,,,,,,,,,,,,,,13.0,,,,,,,58.0,,,,,,,,,,,,16.0,,14.0,,,,,,,,38.0
2011-10-05,,,,,,,,,,,,,,,,,13.0,,,,,,,83.0,,,,,,,,,,,,21.0,,36.0,,,,,,,,46.0
2011-10-06,,,,,,,,,,,,,,,,,27.0,,,,,,,66.0,,,,,,,,,,,,25.0,,47.0,,,,,,,,39.0
2011-10-07,,,,,,,,,,,,,,,,,100.0,,,,,,,52.0,,,,,,,,,,,,59.0,,80.0,,,,,,,,37.0
2011-10-08,,,,,,,,,,,,,,,,,53.0,,,,,,,94.0,,,,,,,,,,,,100.0,,100.0,,,,,,,,55.0
2011-10-09,,,,,,,,,,,,,,,,,17.0,,,,,,,54.0,,,,,,,,,,,,82.0,,80.0,,,,,,,,49.0
2011-10-10,,,,,,,,,,,,,,,,,81.0,0.0,,,,,,54.0,,,,,,,,,,,,54.0,,49.0,,,,,,,,
2011-10-11,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,28.0,,,,,,,,,,,,30.0,,26.0,,,,,,,,
2011-10-12,,,,,,,,,,,,,,,,,13.0,100.0,,,,,,100.0,,,,,,,,,,,,20.0,,18.0,,,,,,,,
2011-10-13,,,,,,,,,,,,,,,,,13.0,0.0,,,,,,47.0,,,,,,,,,,,,21.0,,33.0,,,,,,,,
2011-10-14,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,56.0,,,,,,,,,,,,27.0,,31.0,,,,,,,,
2011-10-15,,,,,,,,,,,,,,,,,17.0,0.0,,,,,,85.0,,,,,,,,,,,,49.0,,64.0,,,,,,,,
2011-10-16,,,,,,,,,,,,,,,,,17.0,0.0,,,,,,,,,,,,,,,,,,49.0,,43.0,,,,,,,,
2011-10-17,,,,,,,,,,,,,,,,,27.0,0.0,,,,,,,,,,,,,,,,,,21.0,,17.0,,,,,,,,
2011-10-18,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,17.0,,23.0,,,,,,,,
2011-10-19,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,14.0,,20.0,,,,,,,,
2011-10-20,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,15.0,,22.0,,,,,,,,
2011-10-21,,,,,,,,,,,,,,26.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,28.0,,35.0,,,,,,,,
2011-10-22,,,,,,,,,,,,,,26.0,,,52.0,0.0,,,,,,,,,,,,,,,,,,36.0,,33.0,,,,,,,,
2011-10-23,,,,,,,,,,,,,,26.0,,,17.0,0.0,,,,,,,,,,,,,,,,,,32.0,,42.0,,,,,,,,
2011-10-24,,,,,,,,,,,,,,29.0,,,27.0,0.0,,,,,,,,,,,,,,,,,,18.0,,9.0,,,,,,,,
2011-10-25,,,,,,,,,,,,,,31.0,,,0.0,0.0,,,,,,,,31.0,,,,,,,,,,12.0,,,,,,,,,,
2011-10-26,,,,,,,,,,,,,,29.0,,,0.0,0.0,,,,,,,,46.0,,,,,,,,,,10.0,,,,,,,,,,
2011-10-27,,,,,,,,,,,,,,31.0,,,0.0,0.0,,,,,,,,31.0,,,,,,,,,,5.0,,,,,,,,,,
2011-10-28,,,,,,,,74.0,,,,,,39.0,,,14.0,0.0,,,,,,,,16.0,,,,,,,,,,12.0,,,,,,,,,,
2011-10-29,,,,,,,,100.0,,,,,,37.0,,,0.0,0.0,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,
2011-10-30,,,,,,,,81.0,,,,,,42.0,,,0.0,0.0,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,
2011-10-31,,,,,,,,31.0,,,,,,34.0,,,14.0,0.0,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,
2011-11-01,,,,,,,,38.0,,,,,,41.0,,,27.0,0.0,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,
2011-11-02,,,,,,,,29.0,,,,,,49.0,,,13.0,0.0,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,
2011-11-03,,,,,,,,34.0,,,,,,47.0,,,0.0,0.0,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,
2011-11-04,,,,,,,,44.0,,,,,,55.0,,,14.0,0.0,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,
2011-11-05,,,,,,,,85.0,,,,,,100.0,,,,0.0,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,
2011-11-06,,,,,,,,69.0,,,,,,61.0,,,,0.0,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
2011-11-07,,,,,,,,31.0,,,,,,37.0,,,,0.0,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,
2011-11-08,,,,,,,,27.0,,,,,,31.0,,,,0.0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,
2011-11-09,,,,,,,,23.0,,,,,,32.0,,,,0.0,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,
2011-11-10,,,,,,,,28.0,,,,,,27.0,,,,0.0,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,
2011-11-11,,,,,,,,35.0,,,,,,31.0,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,
2011-11-12,,,,,,,,62.0,,,,,,35.0,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,
2011-11-13,,,,,,,,51.0,,,,,,26.0,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,
2011-11-14,,,,,,,,26.0,,,,,,22.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,
2011-11-15,,,,,,,,15.0,,,,,,29.0,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,
2011-11-16,,,,,,,,14.0,,,,,,24.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,
2011-11-17,,,,,,,,15.0,,,,,,24.0,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,
2011-11-18,,,,,,,,14.0,,,,,,24.0,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,
2011-11-19,,,,,,,,31.0,,,,,,26.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
2011-11-20,,,,,,,,27.0,,,,,,24.0,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,
2011-11-21,,,,,,,,19.0,,,,,,20.0,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,
2011-11-22,,,,,,,,17.0,,34.0,,,,,,,,,,,,,,,,15.0,30.0,,,,,,,,,,,,,,,,,,,
2011-11-23,,,,,,,,19.0,,64.0,,,,,,,,,,,,,,,,97.0,67.0,,,,,,,,,,,,,,,,,,,
2011-11-24,,,,,,,,31.0,,86.0,,,,,,,,,,,,,,,,100.0,81.0,,,,,,,,,,,,,,,,,,,
2011-11-25,,,,,,,,29.0,,90.0,,,,,,,,,,,,,,,,56.0,76.0,,,,,,,,,,,,,,,,,,,
2011-11-26,,,,,,,,25.0,,100.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,
2011-11-27,,,,,,,,27.0,,69.0,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,
2011-11-28,,,,,,,,11.0,,35.0,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,
2011-11-29,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,
2011-11-30,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,
2011-12-01,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,
2011-12-02,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,
2011-12-03,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,
2011-12-04,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,
2011-12-05,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,
2011-12-06,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,
2011-12-07,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,
2011-12-08,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,
2011-12-09,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,
2011-12-10,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,
2011-12-11,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,
2011-12-12,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,
2011-12-13,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,
2011-12-14,,,,26.0,,,,,,29.0,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,
2011-12-15,,,,27.0,,,,,,29.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,
2011-12-16,,,,31.0,,,,,,30.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,
2011-12-17,,,,36.0,,,,,,40.0,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,
2011-12-18,,,,34.0,,,,,,44.0,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,
2011-12-19,,,,37.0,,,,,,34.0,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,
2011-12-20,,,,50.0,,,,,,36.0,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,
2011-12-21,,45.0,,78.0,,,,,,27.0,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,
2011-12-22,,41.0,,67.0,,,,,,27.0,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,
2011-12-23,,32.0,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,45.0,37.0,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,
2011-12-25,0.0,33.0,,70.0,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2011-12-26,0.0,21.0,,100.0,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2011-12-27,12.0,23.0,,89.0,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2011-12-28,46.0,28.0,,69.0,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,
2011-12-29,46.0,29.0,,71.0,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,
2011-12-30,24.0,12.0,,74.0,38.0,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,
2011-12-31,0.0,13.0,,64.0,17.0,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2012-01-01,15.0,29.0,,58.0,32.0,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,
2012-01-02,24.0,17.0,,71.0,21.0,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,
2012-01-03,11.0,16.0,,57.0,14.0,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,
2012-01-04,31.0,21.0,,43.0,23.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,
2012-01-05,0.0,37.0,,36.0,22.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2012-01-06,0.0,32.0,,47.0,26.0,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2012-01-07,0.0,38.0,,62.0,54.0,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2012-01-08,0.0,31.0,,63.0,56.0,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2012-01-09,31.0,5.0,,34.0,57.0,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,
2012-01-10,10.0,21.0,,28.0,62.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,
2012-01-11,31.0,10.0,,22.0,76.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,
2012-01-12,21.0,15.0,,25.0,81.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,
2012-01-13,0.0,11.0,,27.0,96.0,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2012-01-14,13.0,32.0,,44.0,100.0,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,
2012-01-15,0.0,38.0,,,75.0,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2012-01-16,11.0,100.0,,,50.0,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,
2012-01-17,0.0,20.0,,,22.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2012-01-18,20.0,20.0,,,14.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,
2012-01-19,21.0,30.0,,,25.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,
2012-01-20,32.0,58.0,,,23.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,
2012-01-21,61.0,97.0,,,29.0,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,
2012-01-22,36.0,,,,26.0,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,
2012-01-23,50.0,,,,13.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,
2012-01-24,100.0,,,,14.0,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,
2012-01-25,,,,,22.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-26,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-27,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-28,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-29,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-30,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,
2012-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,32.0,,,,,
2012-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,34.0,,,,,
2012-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,25.0,,,,,
2012-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,29.0,,,,,
2012-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,34.0,,,,,
2012-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,49.0,,,,,
2012-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,75.0,,,,,
2012-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,64.0,,,,,
2012-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,81.0,,,,,
2012-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,71.0,,,,,
2012-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,64.0,,,,,
2012-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,57.0,,,,,
2012-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,55.0,,,,,
2012-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,73.0,,,,,
2012-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,100.0,,,,,
2012-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,85.0,,,,,
2012-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,55.0,,,,,
2012-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,33.0,,,,,
2012-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,42.0,,,,,
2012-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,45.0,,,,,
2012-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,45.0,,,,,
2012-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,61.0,,,,,
2012-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,55.0,,,,,
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,30.0,,,,,
2012-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,32.0,,,,,
2012-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,27.0,,,,,
2012-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,29.0,,,,,
2012-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,36.0,,,,,
2012-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,43.0,,,,,
2012-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,49.0,,,,,
2012-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,
2012-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,
2012-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,
2012-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,
2012-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,
2012-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,
2012-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,
2012-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,
2012-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,
2012-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,
2012-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,
2012-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,
2012-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,
2012-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,
2012-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,
2012-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,
2012-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,
2012-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,
2012-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,
2012-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,
2012-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,
2012-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,
2012-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,
2012-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,27.0,,,
2012-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,46.0,,,
2012-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,37.0,,,
2012-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,21.0,,,
2012-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,14.0,,,
2012-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,11.0,,,
2012-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,14.0,,,
2012-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,16.0,,,
2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,29.0,,,
2012-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,34.0,,,
2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,
2012-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,
2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,
2012-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,
2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,
2012-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,
