date,Zero Dark Thirty,Amour,Beasts of the Southern Wild,The Impossible,The Sessions,Brave,Frankenweenie,ParaNorman,Wreck-It Ralph,Anna Karenina,Life of Pi,Skyfall,Mirror Mirror,Snow White and the Huntsman,The Gatekeepers,How to Survive a Plague,The Invisible War,Searching for Sugar Man,Inocente,Kings Point,Kon-Tiki,A Royal Affair,Hitchcock,The Hobbit: An Unexpected Journey,Chasing Ice,Ted,Fresh Guacamole,Paperman,Asad,Curfew,Prometheus,Moonrise Kingdom,American Hustle,Nebraska,The Wolf of Wall Street,12 Years a Slave,Dallas Buyers Club,Captain Phillips,Blue Jasmine,Gravity,Philomena,August: Osage County,The Croods,Despicable Me 2,Frozen,The Wind Rises,The Grandmaster,Inside Llewyn Davis
2012-01-01,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,
2012-01-02,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,
2012-01-03,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,
2012-01-04,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,
2012-01-05,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,
2012-01-06,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,
2012-01-07,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,
2012-01-08,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,
2012-01-09,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,
2012-01-10,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,
2012-01-11,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,
2012-01-12,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,
2012-01-13,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,
2012-01-14,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,
2012-01-15,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,
2012-01-16,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,
2012-01-17,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,
2012-01-18,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,
2012-01-19,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,
2012-01-20,,,,,,,,,,,,,,,,,100.0,,,42.0,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,
2012-01-21,,,,,,,,,,,,,,,,,0.0,,,32.0,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,
2012-01-22,,,,,,,,,,,,,,,,,0.0,,,31.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,
2012-01-23,,,,,,,,,,,,,,,,,0.0,,,66.0,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,
2012-01-24,,,,,,,,,,,,,,,,,0.0,,,40.0,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,
2012-01-25,,,,,,,,,,,,,,,,,32.0,,,27.0,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,
2012-01-26,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,
2012-01-27,,,,,,,,,,,,,,,,,0.0,,,55.0,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,
2012-01-28,,,,,,,,,,,,,,,,,79.0,,,17.0,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,
2012-01-29,,,,,,,,,,,,,,,,,40.0,,,33.0,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,
2012-01-30,,,,,,,,,,,,,,,,,64.0,,,40.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,
2012-01-31,,,,,,,,,,,,,,,,,63.0,,,40.0,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,
2012-02-01,,,,,,,,,,,,,,,,,0.0,,,13.0,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,
2012-02-02,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-03,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-04,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-05,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-06,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-07,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-08,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-09,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-10,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-11,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-12,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-13,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-14,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-15,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-16,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-17,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-18,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-19,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-20,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,
2012-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,
2012-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,
2012-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,
2012-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,
2012-03-15,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,
2012-03-16,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-17,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
2012-03-18,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-19,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-20,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-21,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-22,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-23,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-24,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-25,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,
2012-03-26,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-27,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-28,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-29,,,,,,,,,,,,,66.0,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-30,,,,,,,,,,,,,89.0,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,,,,,,,,,,,98.0,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-04-01,,,,,,,,,,,,,100.0,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2012-04-02,,,,,,,,,,,,,82.0,,,,,,,,,0.0,,,,,40.0,,,,,,,,,,,,,,,,,,,,,
2012-04-03,,,,,,,,,,,,,64.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-04,,,,,,,,,,,,,68.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-05,,,,,,,,,,,,,68.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-06,,,,,,,,,,,,,88.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-07,,,,,,,,,,,,,93.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-08,,,,,,,,,,,,,72.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-09,,,,,,,,,,,,,70.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-10,,,,,,,,,,,,,56.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-11,,,,,,,,,,,,,56.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-12,,,,,,,,,,,,,57.0,,,,,,,,,0.0,,,,,,,25.0,,,,,,,,,,,,,,,,,,,
2012-04-13,,,,,,,,,,,,,70.0,,,,,,,,,0.0,,,,,,,26.0,,,,,,,,,,,,,,,,,,,
2012-04-14,,,,,,,,,,,,,79.0,,,,,,,,,0.0,,,,,,,31.0,,,,,,,,,,,,,,,,,,,
2012-04-15,,,,,,,,,,,,,61.0,,,,,,,,,0.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,
2012-04-16,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,49.0,,,,,,,,,,,,,,,,,,,
2012-04-17,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2012-04-18,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,86.0,,,,,,,,,,,,,,,,,,,
2012-04-19,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,100.0,,,,,,,,,,,,,,,,,,,
2012-04-20,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2012-04-21,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,
2012-04-22,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,46.0,,,,,,,,,,,,,,,,,,,
2012-04-23,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,62.0,,,,,,,,,,,,,,,,,,,
2012-04-24,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,24.0,,,,,,,,,,,,,,,,,,,
2012-04-25,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,24.0,,,,,,,,,,,,,,,,,,,
2012-04-26,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,37.0,,,,,,,,,,,,,,,,,,,
2012-04-27,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,38.0,,,,,,,,,,,,,,,,,,,
2012-04-28,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,31.0,,,,,,,,,,,,,,,,,,,
2012-04-29,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,
2012-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,
2012-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,
2012-05-02,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2012-05-03,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,
2012-05-04,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2012-05-05,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,
2012-05-06,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,
2012-05-07,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,
2012-05-08,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2012-05-09,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,
2012-05-10,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2012-05-11,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,
2012-05-12,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,
2012-05-13,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-14,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-15,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-16,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,
2012-05-17,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,
2012-05-18,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,
2012-05-19,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,
2012-05-20,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,
2012-05-21,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,
2012-05-22,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,
2012-05-23,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,
2012-05-24,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,
2012-05-25,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,
2012-05-26,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,
2012-05-27,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,
2012-05-28,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,
2012-05-29,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,
2012-05-30,,,,,33.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,13.0,40.0,,,,,,,,,,,,,,,,
2012-05-31,,,,,34.0,,,,,,,,,30.0,,,,,,,,,,,,,,,,,13.0,34.0,,,,,,,,,,,,,,,,
2012-06-01,,,,,35.0,,,,,,,,,74.0,,,,,,,,,,,,,,,,,18.0,45.0,,,,,,,,,,,,,,,,
2012-06-02,,,,,14.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,20.0,57.0,,,,,,,,,,,,,,,,
2012-06-03,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,25.0,70.0,,,,,,,,,,,,,,,,
2012-06-04,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,22.0,39.0,,,,,,,,,,,,,,,,
2012-06-05,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,23.0,39.0,,,,,,,,,,,,,,,,
2012-06-06,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,26.0,30.0,,,,,,,,,,,,,,,,
2012-06-07,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,36.0,43.0,,,,,,,,,,,,,,,,
2012-06-08,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,78.0,59.0,,,,,,,,,,,,,,,,
2012-06-09,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,100.0,63.0,,,,,,,,,,,,,,,,
2012-06-10,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,84.0,53.0,,,,,,,,,,,,,,,,
2012-06-11,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,60.0,41.0,,,,,,,,,,,,,,,,
2012-06-12,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,36.0,45.0,,,,,,,,,,,,,,,,
2012-06-13,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,30.0,50.0,,,,,,,,,,,,,,,,
2012-06-14,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,25.0,70.0,,,,,,,,,,,,,,,,
2012-06-15,,,,,,,,,,,,,,18.0,,,,,0.0,,,,,,,,,,,,27.0,80.0,,,,,,,,,,,,,,,,
2012-06-16,,,,,,,,,,,,,,20.0,,,,,0.0,,,,,,,,,,,,36.0,100.0,,,,,,,,,,,,,,,,
2012-06-17,,,,,,,,,,,,,,21.0,,,,,0.0,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,
2012-06-18,,,,,,,,,,,,,,14.0,,,,,0.0,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,
2012-06-19,,,,,,,,,,,,,,11.0,,,,,0.0,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,
2012-06-20,,,,,,,,,,,,,,10.0,,,,,0.0,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
2012-06-21,,,,,,39.0,,,,,,,,12.0,,,,,0.0,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,
2012-06-22,,,,,,85.0,,,,,,,,12.0,,,,,42.0,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
2012-06-23,,,,,,100.0,,,,,,,,16.0,,,,,0.0,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
2012-06-24,,,,,,99.0,,,,,,,,16.0,,,,,0.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
2012-06-25,,,,,,65.0,,,,,,,,10.0,,,,,40.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,
2012-06-26,,,,,,50.0,,,,,,,,9.0,,,,,39.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,
2012-06-27,,,,,,40.0,,,,,,,,8.0,,,,,40.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,
2012-06-28,,,,,,35.0,,,,,,,,8.0,,,,,40.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,
2012-06-29,,,65.0,,,43.0,,,,,,,,8.0,,,,,82.0,,,,,,,78.0,,,,,10.0,,,,,,,,,,,,,,,,,
2012-06-30,,,78.0,,,64.0,,,,,,,,11.0,,,,0.0,100.0,,,,,,,100.0,,,,,10.0,,,,,,,,,,,,,,,,,
2012-07-01,,50.0,74.0,,,56.0,,,,,,,,,,,,0.0,0.0,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-02,,84.0,44.0,,,38.0,,,,,,,,,,,,0.0,40.0,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-03,,39.0,55.0,,,31.0,,,,,,,,,,,,12.0,0.0,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-04,,34.0,42.0,,,39.0,,,,,,,,,,,,14.0,0.0,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-05,,66.0,65.0,,,29.0,,,,,,,,,,,,0.0,0.0,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-06,,29.0,54.0,,,28.0,,,,,,,,,,,,0.0,0.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-07,,21.0,45.0,,,38.0,,,,,,,,,,,,14.0,0.0,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-08,,63.0,54.0,,,39.0,,,,,,,,,,,,0.0,99.0,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-09,,55.0,49.0,,,23.0,,,,,,,,,0.0,,,0.0,78.0,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-10,,33.0,29.0,,,22.0,,,,,,,,,0.0,,,11.0,39.0,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-11,,55.0,32.0,,,19.0,,,,,,,,,0.0,,,0.0,39.0,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-12,,34.0,32.0,,,18.0,,,,,,,,,0.0,,,11.0,0.0,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-13,,23.0,47.0,,,21.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-14,,42.0,69.0,,,24.0,,,,,,,,,0.0,,,14.0,0.0,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-15,,63.0,65.0,,,25.0,,,,,,,,,0.0,,,0.0,50.0,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-16,,49.0,44.0,,,17.0,,,,,,,,,0.0,,,0.0,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-17,,60.0,42.0,,,15.0,,,,,,,,,0.0,,,0.0,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-18,,27.0,47.0,,,17.0,,,,,,,,,0.0,,,0.0,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-19,,100.0,64.0,,,17.0,,,,,,,,,0.0,,,11.0,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-20,,45.0,81.0,,,17.0,,,,,,,,,0.0,,,12.0,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-21,,62.0,65.0,,,20.0,,,,,,,,,0.0,,,43.0,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-22,,64.0,69.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-23,,61.0,36.0,,,,,,,,,,,,0.0,,,34.0,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-24,,43.0,42.0,,,,,,,,,,,,0.0,,,22.0,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-25,,77.0,20.0,,,,,,,,,,,,0.0,,,57.0,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-26,,54.0,47.0,,,,,,,,,,,,0.0,,,80.0,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-27,,40.0,46.0,,,,,,,,,,,,100.0,,,23.0,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-28,,47.0,100.0,,,,,,,,,,,,0.0,,,42.0,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-29,,35.0,92.0,,,,,,,,,,,,0.0,,,100.0,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,
2012-07-30,,71.0,,,,,,,,,,,,,0.0,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-31,,54.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-01,,54.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-02,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-03,,,,,,,,12.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-04,,,,,,,,12.0,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-05,,,,,,,,13.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-06,,,,,,,,12.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-07,,,,,,,,12.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-08,,,,,,,,12.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-09,,,,,,,,9.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-10,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-11,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-12,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
